Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
199.13128280639648	10	1.2271434522778144	0.028284108299231826	1.3049585395128815	1.1793309096465237	47782
359.0018138885498	20	1.6210993379134744	0.049563923988886996	1.731466246135824	1.4870875223641633	94141
503.6462700366974	30	1.41425476799217	0.029329471476570522	1.5222580710906186	1.3825039982330054	139877
654.5377957820892	40	1.5802657734345849	0.0965874039768196	1.8647183902357938	1.4767321647814242	185164
795.8031947612762	50	1.5819132343379898	0.41556593857548024	1.9421044187110965	0.8243657983621233	230603
942.6186900138855	60	1.7074291960714436	0.17337471384935815	1.8634279940251872	1.0812826916171616	275200
1088.1033940315247	70	1.8472745189166018	0.24063374983114777	2.0263133144035237	1.1191774824474123	320005
1239.6564419269562	80	2.0189979117799157	0.18775202979702316	2.178946480842569	1.5439687460529967	365705
1388.3743517398834	90	2.0644384126071236	0.2813365074552937	2.2317693499499	1.2322147217346355	409318
1542.4207618236542	100	2.2090780997880937	0.03818552364378287	2.3001437053535483	2.1289488200854976	454122
1703.855055809021	110	2.0819068140288617	0.02765350587070114	2.149225334827861	2.034828122543331	499381
1854.6893498897552	120	2.2617814698294385	0.06007543949405433	2.342294102840242	2.134432842663955	544248
2007.2877178192139	130	2.309169468562177	0.08649670910857941	2.5484743094275473	2.1718722449586494	589547
2159.697767972946	140	2.266722645826667	0.036571519506774154	2.3365927282138728	2.209462847255054	634415
2306.16792178154	150	2.2262815413149655	0.22312756371907289	2.380895424314076	1.2700558145297691	680115
2450.39910197258	160	2.1995357260949095	0.029555828926244344	2.254644394335628	2.153505849375506	725401
2601.471848964691	170	2.316114200000302	0.058704794860341504	2.442768604581943	2.2438138536235783	771404
2754.4251639842987	180	2.309099186756939	0.06269167544977261	2.4155353798996657	2.1812432771839667	817642
2908.7677891254425	190	2.1999789948969193	0.4844098900799539	2.604712212621962	1.308754980647791	863507
3066.6906187534332	200	2.388603632233044	0.18004755123024527	2.49428193982385	1.6183416205531103	909141
3221.2785217761993	210	2.3744636808189123	0.11792862092501172	2.594017708807314	2.148434902293502	954553
3376.681254863739	220	2.3271764177692784	0.2915757794603334	2.5143266076865984	1.5079920969837985	1000638
3534.2547519207	230	2.381344794644974	0.11889689984666549	2.482572377741235	1.9010441818518302	1047043
3688.6647188663483	240	2.337407248168165	0.034918784213521056	2.395876223570667	2.272660387970973	1093120
3843.938476085663	250	2.486662296844297	0.11497393551681655	2.6577271434944123	2.060280952893663	1139098
3984.1264460086823	260	2.351800455874618	0.2342130699298293	2.45547923957929	1.4230199787853053	1184230
4128.407652854919	270	2.4773470338681	0.08709538118562363	2.6324852317666227	2.0976325659758004	1230322
4268.420656919479	280	2.474758911730896	0.04437177319714171	2.590565094651538	2.3156403256434714	1276004
4410.549344062805	290	2.316436002891278	0.3213039077883002	2.5371507240633946	1.144106125633698	1321369
4554.420116901398	300	2.334410856014729	0.28471121911326563	2.484884268596943	1.1268625262819114	1367521
4715.518166065216	310	2.420305137855103	0.04762840028349485	2.493135975462792	2.2261322542181006	1413122
4862.35768699646	320	2.5236651021748187	0.03770455977547466	2.603232768302405	2.4548562245690846	1459225
5008.47599697113	330	2.435135476149444	0.03090180696071325	2.490988225181354	2.367743039125344	1504349
5145.894511938095	340	2.2538646472446273	0.5724987299518959	2.6296486576320603	0.699794093874516	1550751
5282.820908069611	350	2.5185105153883343	0.12314261826362019	2.663493616390042	1.8554575566377025	1596478
5420.94500875473	360	2.5160906690322737	0.0462397137283851	2.586757514756755	2.2896601930697216	1642789
5569.08599281311	370	2.493703841755923	0.13144274475579462	2.5620961073582293	1.2222986218403094	1689867
5720.847765922546	380	2.5703517053619724	0.028209395486696737	2.635892541555222	2.52472489932552	1736334
5871.416047811508	390	2.57354741627496	0.23126796889432397	2.749503900005948	1.7459866251738276	1782368
6017.2529537677765	400	2.575085425953148	0.02516940598932414	2.6122745719912928	2.501326015481027	1828194
6158.2681539058685	410	2.446994967777282	0.4219702950911509	2.702021427830914	1.233476683468325	1875365
6300.184864044189	420	2.592728248242638	0.04156403934867154	2.65800475172	2.359491207859719	1921672
6438.532394886017	430	2.5880819808112574	0.03705941763403113	2.6876711653749226	2.521593871206278	1968569
6584.905229091644	440	2.454543749140157	0.4184606611147374	2.656270211557967	0.8226849806560494	2015260
6728.23203086853	450	2.618886018002231	0.06370961518955562	2.710510102013359	2.441775871673599	2061354
6876.7358338832855	460	2.625437982810254	0.08473893981438747	2.722214185138	2.2960757023538463	2107255
7022.340164899826	470	2.6890673702393544	0.03768453277165251	2.743808470404474	2.6124198063625954	2153797
7174.610445737839	480	2.6754045491515717	0.1030023708478083	2.802952097670641	2.3315942469562287	2200414
7324.424818992615	490	2.628994374495205	0.1842461012218901	2.7354690247138933	1.7430874896617752	2247036
7481.418528079987	500	2.7331527772231037	0.038202578197523915	2.8166006254487	2.641381582306167	2293979
7643.2453808784485	510	2.5979985066240623	0.3748224499131997	2.8029752968868706	1.4410020670839003	2340184
7802.561059713364	520	2.6772310443015885	0.08568550603000649	2.79386950841581	2.261263398846495	2386639
7962.440231800079	530	2.780823230640235	0.037641777995604656	2.851156594733766	2.704579309451219	2433657
8120.15022277832	540	2.81459565843732	0.08303766293668859	2.890908373017737	2.441367183389957	2480222
8268.216428041458	550	2.7800321973237443	0.0925849497486883	2.860699127340922	2.3119560404738877	2525779
8423.040229797363	560	2.804846076198446	0.0713923243503969	2.8884140721929725	2.5257647152466234	2572471
8571.314590930939	570	2.4518402692399106	0.6008120052580934	2.850532326119719	0.989549740741495	2619495
8717.956929922104	580	2.637756205582373	0.46249823483919866	2.8274858549521014	1.0523864162969403	2666264
8856.577996015549	590	2.7423425787503763	0.3130808257520282	2.879305504675358	1.223256135108386	2712396
9003.45974779129	600	2.8022636617622627	0.28850133327771105	2.931608415019582	1.5528097341157263	2759604
9137.127442836761	610	2.8502692073331857	0.046559660447868925	2.9097549349826295	2.7154670422751224	2806400
9270.901098012924	620	2.8368202157378253	0.11573147262263284	2.9267102766607422	2.0574526830896502	2853412
9403.74021100998	630	2.8481095855697367	0.03349946865738674	2.914011004430904	2.7877542749670283	2900183
9536.059344768524	640	2.889193220763009	0.03847632325410647	2.95882362381235	2.8331079603922262	2947068
9668.473050832748	650	2.758954573636083	0.030165574870980382	2.842134069018357	2.7092715001990655	2993766
9801.490773916245	660	2.7205656738468678	0.31245460460839714	2.9336417322047055	0.7300948453485034	3041106
9933.233573913574	670	2.836237812785257	0.0915887223182559	2.9151858251570957	2.4714407999126706	3087661
10065.596992969513	680	2.7854112567575067	0.05497961921870042	2.8349221027310705	2.559519979695324	3134549
10200.572163820267	690	2.705540761837692	0.03775476106976717	2.7555933046714927	2.6181041221097985	3181859
10341.03114080429	700	2.8121086797378667	0.049900822368020764	2.884071130931261	2.6808827329368796	3228975
10477.454175949097	710	2.8362779280020916	0.04505789996422234	2.9047011070433655	2.763419061724562	3276097
10612.097764730453	720	2.8179961349841323	0.07529656022164775	2.9370305636693956	2.5230711782496655	3322922
10747.828004837036	730	2.827297580189188	0.028689300402329813	2.8746185985874035	2.7743835043293075	3369751
10884.598150968552	740	2.7489856242797397	0.03413785821757808	2.8208296101656742	2.639570896339137	3416610
11021.654711008072	750	2.747502913446078	0.2885397388502956	2.9844710086072155	1.5752794989057293	3463833
11157.82154583931	760	2.817850355094706	0.04134758691986988	2.9062016504904022	2.7465580174030038	3510450
11293.350223779678	770	2.7835968820098786	0.03981626008026738	2.8702791192627046	2.6805334621167276	3556758
11427.994854927063	780	2.558498008560491	0.5155852604566709	2.8349633734324016	0.9898301081411773	3603362
11563.53713798523	790	2.728750096874137	0.032051627348309714	2.7866114267962985	2.6615533771109767	3650550
11698.056895017624	800	2.793526006436441	0.04078507707067495	2.8632539766840637	2.7230953862308525	3697339
11831.277240037918	810	2.7870337448868963	0.029050783649280723	2.857093664283493	2.7094739002322408	3743566
11965.639320850372	820	2.7897087667969025	0.3219672534372901	2.9164119845299865	0.9886606674044742	3790511
12100.250841856003	830	2.8143390648056084	0.07370165423674685	2.890739553848107	2.552327386329125	3837123
12232.777577877045	840	2.836378353922628	0.032390085055578215	2.902224960620515	2.772299758362351	3883522
12366.65749502182	850	2.7972486632602522	0.056266117975088265	2.886523679982929	2.629013027457404	3930642
12498.561647891998	860	2.8070736568357098	0.03882416568937467	2.8608128810010385	2.7086749373411294	3977423
12631.747179985046	870	2.770185144281422	0.047501821807702335	2.848606849613134	2.681529113004217	4024645
12763.854166030884	880	2.7588669111189663	0.060456357532200064	2.875285011061351	2.4644024041626835	4071535
12895.601156949997	890	2.7593146753015754	0.27471718750544144	2.8636928988271393	1.5684504525124794	4118159
13028.727479934692	900	2.747880760691769	0.05827490674944027	2.845489773375448	2.538588187744608	4165428
13161.378356933594	910	2.7830679674060956	0.057195099227171524	2.893116308929166	2.673060015120427	4212623
13294.637515068054	920	2.77006151136884	0.05852164177145677	2.872025087042857	2.6181481550484023	4259957
13426.915482759476	930	2.7568061536597086	0.044884879317998075	2.830191429471597	2.6457905293500517	4306937
13559.18952703476	940	2.8143481473451537	0.05230908655029389	2.9064066805294715	2.7263534150406485	4353857
13690.37375998497	950	2.7838691607689543	0.04497856921924132	2.863126976895728	2.6687653682747623	4400262
13823.890638828278	960	2.7975982519099487	0.049324691109180765	2.902056057326263	2.708461584028555	4446909
13955.252604961395	970	2.6456870169411557	0.11735182784708563	2.801080916338833	2.2674977509959717	4493133
14088.100601911545	980	2.7191908343334217	0.0612737008487071	2.7939072496665176	2.5525207065802533	4540313
14221.989099025726	990	2.6803097343046103	0.15748113521811855	2.8142516147345304	2.1898846663243603	4587993
14355.15294098854	1000	2.764102173325664	0.05419644479642689	2.888076484319754	2.6260323085007258	4635513
